{;lon;lat;id;tags{;name;ref:vatin;addr:postcode;addr:city;start_date;addr:street;addr:housenumber;};}
7.68671719343681,45.065215435737798,1,San Francesco Da Paola,03603780010,10123,Torino,01/01/2005,Via San Francesco Da Paola,10
7.60284957264712,45.003342205568003,2,Algostino Demichelis Di Gallo Dott. Mario,10170320013,10123,Torino,01/02/2015,Piazza Vittorio Veneto,10
7.67394938429084,45.076208320591498,3,Ferrero,10491430012,10122,Torino,01/05/2011,Via del Carmine,1
7.97475968827803,45.457594572743602,4,Internazionale,11090630010,10123,Torino,01/07/2017,Via Carlo Alberto,24
7.68017677414661,45.0716748545467,5,Collegiata Santa Maria Snc Del Dr. Balagna Agostino E Figli,09485870019,10122,Torino,01/09/2010,Via San Francesco D`Assisi,14
6.69700785,45.0768757,6,"Del Conservatorio Snc Dei Dr.i Vecco G., Amoretti A. E Capello C.",11104390015,10123,Torino,01/07/2017,Via Giuseppe Mazzini,24
7.60284957264712,45.003342205568003,7,Operti,00768850018,10124,Torino,01/01/2005,Piazza Vittorio Veneto,11
7.6859719,45.0709201,8,Carlo Felice,09317390012,10123,Torino,01/09/2010,Piazza C. Felice,63
7.68636936789709,45.060044124840502,9,Del Monumento,03746910011,10121,Torino,01/04/2013,Corso Vittorio Emanuele II,84
7.67936230208308,45.075597070827598,10,Della Consolata,08872550010,10122,Torino,01/09/2010,Via delle Orfane,25
7.68187909649041,45.069233684692698,11,Regia Farmacia Di Monchiero Luca & C. S.a.s.,11804940010,10100,Torino,01/04/2018,Via Xx Settembre,87
7.66685123166935,45.068174227381903,12,Montanaro Di Guerrini Dott. Giulia,11038230014,10121,Torino,01/07/2017,Corso Vinzaglio,31/E
7.68636936789709,45.060044124840502,13,Boniscontro,05230100017,10121,Torino,01/01/2005,Corso Vittorio Emanuele II,66
7.69541631702841,45.064786815249697,14,Universita' Giorda,10041330019,10124,Torino,01/10/2009,Via Po,14
7.69541631702841,45.064786815249697,15,Degli Stemmi Di Maranzana Dott.ssa Claudia,11552520014,10124,Torino,01/07/2017,Via Po,31/B
7.67614813764086,45.070758415414602,16,Santa Barbara,11553910016,10122,Torino,01/07/2017,Via Cernaia,24
7.6859719,45.0709201,17,Ordine Mauriziano Sas Della Dott.ssa Carboncini Alessandra & C.,10285940010,10122,Torino,01/02/2015,Galleria Umberto I,54
7.67614813764086,45.070758415414602,18,Pensa,05901920016,10122,Torino,01/01/2005,Via Cernaia,14
7.53106340038547,44.930433244759001,19,Centrale Di Impresa Sas Della Dr.ssa Bruzzone Patrizia E C.,10050900017,10121,Torino,01/02/2015,Via Roma,24
7.6924350538519,45.060755360375502,20,Della Rocca,06424140017,10123,Torino,01/01/2005,Via dei Mille,48
7.58182651903797,45.064199059157801,21,San Carlo,06694230019,10123,Torino,01/01/2005,Via Giovanni Giolitti,2
7.68576945156105,45.067386229750703,22,Regia Farmacia Masino,06810590015,10123,Torino,01/01/2005,Via Maria Vittoria,3
7.22191658154474,44.820621919014997,23,Antica Farmacia Bosio Di Spirito Dr.ssa Giovanna,09722390011,10122,Torino,01/01/2011,Via Giuseppe Garibaldi,26
7.68636936789709,45.060044124840502,24,Anedda Di Caracristi Dr.ssa Paola,10501460017,10123,Torino,01/05/2011,Corso Vittorio Emanuele II,34
7.78412290763879,45.146923847213003,25,Anglesio,07328630012,10122,Torino,01/01/2005,Via Milano,11
7.58182651903797,45.064199059157801,26,Madonna Degli Angeli Di Bobba Paola,10227830014,10123,Torino,01/09/2010,Via Giovanni Giolitti,7/C
7.6859719,45.0709201,27,Solferino Snc Della Dott.ssa Ricotti Anna E C.,11568670019,10121,Torino,01/07/2017,Via S. Teresa,21
7.68187909649041,45.069233684692698,28,Comunale 42 - Afc,09971950010,10121,Torino,01/08/2010,Via XX Settembre,5
7.66903548103441,45.076693316502002,29,Comunale 43 - Afc,09971950010,10122,Torino,01/11/2016,Piazza Statuto,4
7.69541631702841,45.064786815249697,30,Po,07805510018,10123,Torino,01/01/2005,Via Po,4
7.51279685184017,45.027019697462499,31,Mamone Sas Della Dott.ssa Mamone Luciana E C.,11338690016,10121,Torino,01/07/2017,Via Bellini,8
7.66903548103441,45.076693316502002,32,Almasio Snc Dei Dott.ri Chiassa Paola E Quaini Francesco,08073470018,10122,Torino,01/03/2013,Piazza Statuto,3
6.69700785,45.0768757,33,Europea Della Dr.ssa Audiberti Emanuela,11482900013,10123,Torino,01/07/2017,Via Giuseppe Mazzini,40
7.69541631702841,45.064786815249697,34,Berta Di Collegiata Snc Dei Dr.i Federica Bianchi E Gaia Bagnasacco,10396180019,10124,Torino,01/03/2011,Via Po,51
7.68079016350882,45.069542601250902,35,San Simone Del Dott. Pedulla' Mauro,11180860014,10122,Torino,01/07/2017,Via San Tommaso,2/A
7.6859719,45.0709201,36,Gruner S.a.s. Del Dr. Timeus Marco & C.,09942490013,10121,Torino,01/09/2010,Via San Tommaso,16
7.66173175625908,45.018047340282401,37,I Portici Di A.l.m. Sas Del Dr. Lorenzetti Paolo E C.,11181590016,10125,Torino,01/07/2017,Via Nizza,15
7.68359135500964,45.058709225098802,38,San Salvario Della Dott.ssa Boglietti Piera E C.,00510870017,10125,Torino,01/03/2013,Via Madama Cristina,14
7.67913285582087,45.052374903181601,39,Santa Matilde Di Richiardi Dr.ssa Cristina,10194520010,10126,Torino,01/03/2010,Via Madama Cristina,78
7.67896,45.062683,40,Comunale 25 - Afc,09971950010,10125,Torino,01/08/2010,c/o FF. SS. - Porta Nuova,
7.66173175625908,45.018047340282401,41,Gani Snc Di Gani Grazia E Dallosta Roberto,09368300019,10126,Torino,01/01/2008,Via Nizza,108
7.66173175625908,45.018047340282401,42,Sacro Cuore Snc Dei Dott.ri Ferrato Adolfo E Cravini Stefania Maria,10005770010,10126,Torino,01/09/2009,Via Nizza,115
7.66173175625908,45.018047340282401,43,Nizza,06372790011,10125,Torino,01/01/2005,Via Nizza,65
7.68071955307557,45.049345352019103,44,Torino Esposizioni Di Albertini Dott.ssa F. E Robba Dott.ssa M. Snc,06424110010,10126,Torino,01/01/2008,Corso Massimo D`Azeglio,100
7.3326621,44.87723385,45,Del Corso Della Dott.ssa Barake Karen,09542330015,10125,Torino,01/07/2017,Corso Vittorio Emanuele II,4
7.66173175625908,45.018047340282401,46,San Salvatore,06757040016,10125,Torino,01/01/2005,Via Nizza,27
7.67086837625355,45.047752474475502,47,Dante,07141030010,10126,Torino,01/01/2005,Corso Dante,78
7.67913285582087,45.052374903181601,48,Borgarelli Dei Dott.ri G. E P. Borgarelli Snc,07852990014,10125,Torino,01/01/2008,Via Madama Cristina,62
7.68242703100911,45.0586002563752,49,Cavallo Snc Dei Dr.i Guzzinati Mauro E Cavallo Silvia,11434650013,10125,Torino,01/07/2017,Via Claudio Luigi Berthollet,10
7.67913285582087,45.052374903181601,50,Portis,00551200017,10125,Torino,01/01/2005,Via Madama Cristina,37
7.66968094120049,45.052817035104603,51,Mauriziana Di Gsg Di Ielo Stefania E C.,10285940010,10128,Torino,01/03/2013,Corso Filippo Turati,38/c
7.65983713178448,45.055855422458897,52,Borgo Crocetta,04750620017,10129,Torino,01/01/2005,Corso Alcide De Gasperi,6
7.67760957745872,45.062978823727804,53,Picco Tavano,02138360066,10128,Torino,01/09/2010,Via Paolo Sacchi,46
7.87513326575747,45.035343542136303,54,Sant'antonio,04838730010,10128,Torino,01/01/2005,Corso Vittorio Emanuele,121
7.65983713178448,45.055855422458897,55,Maria Cristina Sas Del Dr. Pautasso Renato E C,10313740010,10129,Torino,01/08/2010,Corso Alcide De Gasperi,69
7.6697114,45.0564781,56,"Sant'anna Snc Di Ferrato Adolfo, Becucci Alessandra E Ferrato Paola",11050450011,10128,Torino,01/07/2017,Corso Germano Sommelier,31
7.66360478243208,45.065315600547699,57,Leva Snc Di Calliero Paolo E Formiglia Mauro,09858330013,10128,Torino,01/02/2016,Corso Stati Uniti,5
7.65866071520534,45.056560697749099,58,Daniele,05810710011,10129,Torino,01/01/2005,Corso Duca degli Abruzzi,66
7.49433400791429,45.160631279708397,59,San Secondo,01167810058,10128,Torino,01/01/2008,Via San Secondo,9
7.67221379367731,45.062403425519399,60,Re Umberto Snc Delle Dott.sse Pagliero P. E Rosa M. V.,07493500016,10128,Torino,01/01/2008,Corso Re Umberto,38
7.6859719,45.0709201,61,Galileo Farmabivi Snc Di Bigliani L. E Vico M.,05167390011,10128,Torino,01/04/2007,Largo Umberto 114/A,
7.67760957745872,45.062978823727804,62,Porta Nuova,08210640010,10128,Torino,01/01/2005,Via Paolo Sacchi,4
7.49433400791429,45.160631279708397,63,Del Leone,08334970012,10128,Torino,01/01/2005,Via San Secondo,46
7.58458481682612,45.069117539470199,64,Magno Francone Roberta,08337030012,10129,Torino,01/01/2005,Via Cristoforo Colombo,42
7.66173175625908,45.018047340282401,65,Delle Molinette,09687190018,10126,Torino,01/09/2010,Via Nizza,183
